,x,y
0,0.0,0.0
1,1.0,0.0
2,1.0,1.0
3,0.9999999999999998,0.0
4,1.0,-1.0
5,0.9999999999999996,-2.0
6,1.0,-1.0
7,0.9999999999999976,0.0
8,0.9999999999999966,-1.0
9,0.9999999999999966,-1.0
